variable,median,lowera,uppera,lowerb,upperb,date,LUR,dl4pmcg,DLAENA_EST
NAIRU[21],5.695311753081011,5.245755950616312,6.16002022979062,5.409438607159936,5.986823384967138,2002 Q4,6.1575767,-4.345011692652445,0
NAIRU[22],5.642339906715519,5.195580602912307,6.1064027386164845,5.361760448485715,5.932535583044561,2003 Q1,6.0556449,-4.659608729443221,0.5
NAIRU[23],5.584558714400569,5.143907825203846,6.042778502900803,5.30732746912741,5.875459552587364,2003 Q2,6.050972933333333,-5.552309049921789,1.5
NAIRU[24],5.530233841592839,5.092350814422993,5.98877997794825,5.25316535301167,5.816437411073114,2003 Q3,5.906948066666667,-8.031641781620547,1.3
NAIRU[25],5.475556492341071,5.0422784585484175,5.934810432614052,5.1980960310385065,5.762880303728339,2003 Q4,5.708732366666667,-10.389959501815138,1.9
NAIRU[26],5.416123934766462,4.979745588184884,5.8740415187517625,5.14140399730307,5.6998158839683715,2004 Q1,5.537008233333333,-11.98772772594987,0.9
NAIRU[27],5.359578877643684,4.918748050599667,5.823738941660326,5.086463173826278,5.640281474370948,2004 Q2,5.435607833333333,-6.52308022313326,1
NAIRU[28],5.307558557156447,4.867321559518862,5.767215662145052,5.034205196951256,5.588868417213593,2004 Q3,5.4793238,-2.613938820303563,1.9
NAIRU[29],5.26456836440866,4.824876225241055,5.720491542126068,4.989011999339719,5.546392527913206,2004 Q4,5.1174322,-2.0277192439150937,0.6
NAIRU[30],5.2233540165542,4.777152917758303,5.680454027600515,4.944599880286246,5.50357062852275,2005 Q1,5.106875466666667,-0.5676458004804985,0.2
NAIRU[31],5.186192146431929,4.740880605536011,5.638703504332452,4.9066260045800725,5.468449492690879,2005 Q2,5.057009066666667,-2.6194201090823377,-0.1
NAIRU[32],5.156266827619829,4.712065840105799,5.61347108033411,4.876663424435861,5.436008012529356,2005 Q3,4.958453066666666,-2.6841037524811817,2.4
NAIRU[33],5.12836933667386,4.683601400571673,5.592754718900561,4.852890511126926,5.411684078938805,2005 Q4,5.007769466666667,-1.0294896726862568,1.5
NAIRU[34],5.106707940333424,4.6679764833424295,5.569975036760105,4.83119665853685,5.391311658496053,2006 Q1,5.044552666666666,1.1320875624481808,1.3
NAIRU[35],5.098762781230366,4.661399986810151,5.559020715518514,4.822761295731022,5.378739188339476,2006 Q2,4.857195366666667,1.2246973609973288,0
NAIRU[36],5.0939786019602185,4.666012542490944,5.556987296683986,4.824066323098819,5.373601614074854,2006 Q3,4.678258233333334,-0.7532992307544895,1.1
NAIRU[37],5.096824451509722,4.671751496493764,5.551153836639619,4.829488185542834,5.373823973060534,2006 Q4,4.515391533333333,-1.5166167471410752,3.2
NAIRU[38],5.089809815034716,4.669450501191229,5.549542000418084,4.824743273103549,5.365633024219016,2007 Q1,4.549659466666666,-2.2771382412477337,1.1
NAIRU[39],5.0848229994175025,4.673471766501958,5.544532614086228,4.8213036230805555,5.361215380980902,2007 Q2,4.324776,-4.011999378942566,1.9
NAIRU[40],5.065330325512736,4.654378749047234,5.521035289967803,4.804862783214172,5.340014557470058,2007 Q3,4.255168566666667,-4.050698427981736,1.2
NAIRU[41],5.039005627398167,4.630196111005233,5.493482558138438,4.779731209576334,5.315604087796289,2007 Q4,4.353768033333333,-4.293342290860114,0.4
NAIRU[42],5.006865464721628,4.59405251480977,5.469894938575596,4.745978301093705,5.287611464858653,2008 Q1,4.085510833333333,-2.8225718064629035,0.5
NAIRU[43],4.975282325038046,4.555194063642636,5.44003216741861,4.7105469615215245,5.2563799724753695,2008 Q2,4.258409866666667,-2.366974408590483,1.9
NAIRU[44],4.937135652855455,4.5111807473709575,5.405964905899168,4.66763733364186,5.221373502954717,2008 Q3,4.1849405,0.5888142625222414,0.5
NAIRU[45],4.8883506833971175,4.454242430780596,5.359830229525157,4.615348349604383,5.172730193241309,2008 Q4,4.4409917,15.997331929834147,0.8
NAIRU[46],4.854634766146754,4.4170523828711925,5.326651366430335,4.581067899893696,5.141459068432231,2009 Q1,5.307062133333333,17.60498742460772,-0.6
NAIRU[47],4.816232906159699,4.373847772871926,5.28973195011932,4.534766036213321,5.103104582781858,2009 Q2,5.728827166666667,12.903025974373161,0.7
NAIRU[48],4.777548884144654,4.327804829913712,5.252996394567359,4.496737591225688,5.065554728385384,2009 Q3,5.683132533333334,6.166011635755986,2.2
NAIRU[49],4.738895052175325,4.287045375452249,5.216774358772855,4.455676928477178,5.030849122586075,2009 Q4,5.5577709,-12.760168444084918,0.6
NAIRU[50],4.713653783352392,4.255609822752637,5.18340019504759,4.427251951963594,5.003049415534702,2010 Q1,5.328896833333333,-14.112877009846336,0.4
NAIRU[51],4.675099840814556,4.218552339221866,5.150399538560686,4.393465312092866,4.9649670070054555,2010 Q2,5.290768,-7.654007712233479,2.2
NAIRU[52],4.646220387895012,4.18852028056373,5.120307913968082,4.3586459342340715,4.934955538735426,2010 Q3,5.124878366666667,-3.0829158019901826,2.1
NAIRU[53],4.617241470809729,4.1516284263374885,5.090375014870189,4.326733394049356,4.90773822903118,2010 Q4,5.090218133333333,-2.3438572972017013,1.4
NAIRU[54],4.594532468963822,4.129195380807425,5.072307412667697,4.307855136306559,4.885117332503868,2011 Q1,4.9673792,-4.185525773661247,0
NAIRU[55],4.583490788290069,4.119256507824138,5.052565717094713,4.296804484222865,4.87163991592791,2011 Q2,4.9630677,-5.84962066816086,2.3
NAIRU[56],4.572983891845443,4.106419495085645,5.039299387441056,4.289096721526508,4.861173458349969,2011 Q3,5.194879766666666,-5.760499194271507,1.5
NAIRU[57],4.571932714781655,4.103389371030504,5.037003813614674,4.2861296838605405,4.859164931910328,2011 Q4,5.205116,0,0.2
NAIRU[58],4.5747186045391,4.105279197555585,5.036366864999717,4.287945572047502,4.860582954594676,2012 Q1,5.1413123,-2.2111453607431386,1.2
NAIRU[59],4.584133909482105,4.110145870211193,5.047564049091837,4.293692627329554,4.868355949055743,2012 Q2,5.119095066666667,1.197619104671599,0.9
NAIRU[60],4.60337529346116,4.125163694901551,5.071451332146553,4.30865675842033,4.889166606881277,2012 Q3,5.275867166666667,0,-0.2
NAIRU[61],4.618185011415141,4.137624270813202,5.086753453951266,4.319603816856928,4.904446048353656,2012 Q4,5.366378533333333,-1.996074256253788,0.8
NAIRU[62],4.6262052659456,4.144252072463378,5.100374622204367,4.326104678324901,4.916124899499066,2013 Q1,5.4757147,0.708863727773501,-0.1
NAIRU[63],4.632718934715052,4.144270313735787,5.112823312256726,4.328259768320814,4.926302375336802,2013 Q2,5.631051,-0.5970166986504211,0.7
NAIRU[64],4.632774260436128,4.1407576517474585,5.115378068252009,4.326210215780852,4.931217662554004,2013 Q3,5.728568366666667,5.475463371835865,0.6
NAIRU[65],4.632259174875129,4.130520710214401,5.1210738944598555,4.323714797278584,4.936195710421823,2013 Q4,5.8398981333333335,4.629088381435409,1.8
NAIRU[66],4.618070496228237,4.108193781433547,5.110249882764613,4.310993079042637,4.924270251771256,2014 Q1,5.898870633333334,7.669939312596341,0.3
NAIRU[67],4.603772306466054,4.094379968289399,5.105559708228118,4.295816448192724,4.911365077521425,2014 Q2,5.9273562,4.964523048916547,0.8
NAIRU[68],4.579633824121017,4.070074527806994,5.077492181591961,4.268909970391422,4.889446263883479,2014 Q3,6.1702621,-0.19047624806542984,0.7
NAIRU[69],4.558491068610072,4.046736594834194,5.058021840329508,4.244633461897407,4.863633673173548,2014 Q4,6.2530794,3.8702329019038473,0.8
NAIRU[70],4.525914953834263,4.015134542667116,5.025980694287183,4.2138157609500215,4.839396682343697,2015 Q1,6.203302166666667,4.923510299768541,-1.1
NAIRU[71],4.501268148546446,3.991692637626044,5.001507925359606,4.190347896150278,4.817932500095069,2015 Q2,6.0167187,6.346957394866681,0.6
NAIRU[72],4.474905197854385,3.9648003054817904,4.975355039171264,4.162738474177665,4.78604117845449,2015 Q3,6.179565333333334,9.97202349434545,1
NAIRU[73],4.455751952065054,3.9453342095821724,4.9475057257364,4.14304535755395,4.761457977846232,2015 Q4,5.8343175,8.430710645999362,0.4
NAIRU[74],4.428041166220108,3.919276421497588,4.9223936965721515,4.122655277382256,4.737855593188758,2016 Q1,5.796893633333333,3.9254931018431805,-0.2
NAIRU[75],4.409977926216689,3.9008869942601385,4.902603948240596,4.104577384027578,4.71753094812318,2016 Q2,5.6870614999999995,2.2037031046728828,0.6
NAIRU[76],4.390933220421841,3.884864022221126,4.877664032357161,4.0876837987988965,4.692268269178883,2016 Q3,5.658726533333334,-2.092491342424818,0.3
NAIRU[77],4.377239229737221,3.8750762876869795,4.858046884766731,4.070364603644136,4.673215024357871,2016 Q4,5.7332262,-4.082199452025481,-0.6
NAIRU[78],4.362922724984671,3.8645235006503347,4.845265908607698,4.060192850618543,4.65842350569512,2017 Q1,5.8083196,-3.3046485355948008,-0.5
NAIRU[79],4.347314199749116,3.8541774568203064,4.820368361901621,4.046574349996707,4.6381204404106695,2017 Q2,5.5925758000000005,-0.9636517848274018,0.9
NAIRU[80],4.330346113317022,3.8406542019586873,4.798889372874212,4.030688830591877,4.617990229932983,2017 Q3,5.5341101,-1.5986130846302515,1
NAIRU[81],4.310141574908778,3.8220217775101912,4.776789244789636,4.0156538996878135,4.597392024717175,2017 Q4,5.491339666666667,-0.44424773195608225,0.8
NAIRU[82],4.289791791915744,3.8133826983179078,4.754061900105752,3.9999684042799,4.576641287366936,2018 Q1,5.5460239,-0.5319161477600254,0.7
NAIRU[83],4.275697657852035,3.800660286354634,4.73168214647869,3.982759927782099,4.554973837634696,2018 Q2,5.4403123,0.4391750580978737,0
NAIRU[84],4.258861737883391,3.78916574957354,4.715558326889952,3.970567114625732,4.540858002571445,2018 Q3,5.1876283,3.5183928124475905,0.8
NAIRU[85],4.2462273656683545,3.784031327360082,4.7070454362374345,3.9602368688664606,4.527733069603421,2018 Q4,5.042911233333333,3.4999197780220648,1.3
NAIRU[86],4.237522704334978,3.7690225824426586,4.692871529992456,3.9516815751815613,4.521570910100715,2019 Q1,5.042161233333333,3.2359622773336483,-0.1
NAIRU[87],4.23456464788908,3.7791661490931294,4.691079951037154,3.9507752954649247,4.514333366609407,2019 Q2,5.224567733333333,2.851165052596638,2
NAIRU[88],4.24159092172798,3.784400796978436,4.692081567791326,3.9583216613358934,4.51914843033875,2019 Q3,5.256432566666667,2.3068088250274066,0.5
NAIRU[89],4.2512723338106095,3.7959083138881646,4.707313298866957,3.9709969691338647,4.529346665766448,2019 Q4,5.1711290666666665,2.1268347403926136,1.3
NAIRU[90],4.274243843232286,3.8307720445442333,4.7244104388949095,3.9983421548384688,4.553451105530769,2020 Q1,5.1843763,2.4650631943442747,1.4
NAIRU[91],4.289208280853651,3.8417493569175463,4.741642089923463,4.0106172845643115,4.564734788341344,2020 Q2,6.9041982,3.843413733926049,5.9
NAIRU[92],4.304792140874449,3.8622130875121603,4.762168299341508,4.029303267193474,4.5837051498495835,2020 Q3,7.058256933333333,-0.9333966790475046,-1.8
NAIRU[93],4.323492995277673,3.888411018158302,4.773736356930447,4.051782458188015,4.598979836566412,2020 Q4,6.771440733333334,-2.2989518224698635,-0.2
NAIRU[94],4.34043004004811,3.905291991659714,4.790408818227766,4.073593029327496,4.616465986831105,2021 Q1,5.928383266666667,-4.464260590811708,0.9
NAIRU[95],4.353658972767333,3.920970021384854,4.8005139132042975,4.087967424511642,4.62742196745387,2021 Q2,5.201759,-6.782259633876109,0.3
NAIRU[96],4.369283027910215,3.948776659362284,4.817356435333095,4.106079324392815,4.64143242172402,2021 Q3,4.672518066666667,1.1864545956192352,2.7
NAIRU[97],4.3798859824888705,3.9692567316990446,4.824898028021139,4.120971671873192,4.65230670854695,2021 Q4,4.6923769,5.202515398928043,0.4
NAIRU[98],4.386418301528019,3.981732560739824,4.826204741509596,4.130874378901881,4.655069829005337,2022 Q1,4.0556334,9.299286684916463,1.6
NAIRU[99],4.397535628342406,4.003635017601975,4.833704176474093,4.149133605718806,4.664181247568752,2022 Q2,3.801785766666667,8.08520966290951,-0.7
NAIRU[100],4.416066213480093,4.039881274139198,4.851326319056697,4.171891789878563,4.6805496236533095,2022 Q3,3.5312898666666666,8.939550265436758,0.9
NAIRU[101],4.432466439471916,4.056282968713172,4.86209371607725,4.190418841056712,4.693279637149863,2022 Q4,3.4913950666666667,8.687509078839728,0.1
NAIRU[102],4.4410715883865155,4.069879842471401,4.876110256670101,4.203298697768963,4.703647159297287,2023 Q1,3.6161255,4.382547954002902,0.7
NAIRU[103],4.453769537763602,4.081505095361286,4.889527749515263,4.213646783910714,4.716145949555453,2023 Q2,3.6082628666666667,6.271647386762602,0
NAIRU[104],4.470059348359655,4.093963453928281,4.90479593916285,4.227479367621494,4.7315780233553735,2023 Q3,3.6589056666666666,1.3772214621226908,3.3
NAIRU[105],4.468508393688451,4.089478412098291,4.906844921191751,4.2262730271708575,4.733436581160199,2023 Q4,3.896382233333333,0.5979091056057761,2.2
NAIRU[106],4.469211395766791,4.081662556369225,4.915808800146452,4.22044258241702,4.738379630402193,2024 Q1,3.9012506,1.0662705744040046,0.7
NAIRU[107],4.475071006928855,4.084198273055689,4.923115203359601,4.22290122755881,4.749911331068969,2024 Q2,4.047912166666666,0.9077218151117172,0.6
NAIRU[108],4.489685279573493,4.087576765169833,4.939381021022284,4.234880919887772,4.76733660259151,2024 Q3,4.124354933333334,1.1333706509849328,0.6
NAIRU[109],4.494338693580953,4.076906111830775,4.958664647809184,4.2304718329945015,4.7805917355158325,2024 Q4,4.003016266666667,0.4460973940624946,1.9
NAIRU[110],4.502066358338945,4.064968222565694,4.97710639878353,4.227462923110382,4.79318404736987,2025 Q1,4.077463366666667,3.2056416116116537,0.9
NAIRU[111],4.502261772080333,4.046240002775208,4.992165724832174,4.2179857532428375,4.804409765780235,2025 Q2,4.166977666666667,2.967576814611661,1.1
NAIRU[112],4.512903975753445,4.040542146584591,5.020340941402149,4.216838855858461,4.8275878289842105,2025 Q3,4.323938933333333,2.0818595756032288,0.7987434551962687
=======
NAIRU[1],5.712794948529016,5.384508195119982,6.025752119501221,5.506902745170488,5.914660284815074,1997 Q4,7.976871933333333,6.3871470386661855,0.4
NAIRU[2],5.748354603431797,5.40188232823357,6.085148162224334,5.529450581783049,5.963273240062168,1998 Q1,7.8403206,8.205906323515144,0
NAIRU[3],5.780956475092037,5.418658003612833,6.139857701515596,5.553311522377131,6.008731948302742,1998 Q2,7.7336126,10.244080555449209,0.4
NAIRU[4],5.815530260871813,5.43548109140298,6.189457198201911,5.574938455594864,6.052540236704363,1998 Q3,7.7878253,11.102625319350423,3.1
NAIRU[5],5.842000825677771,5.44818526982882,6.239762174909134,5.597859264374767,6.094329228270909,1998 Q4,7.3745465999999995,6.51638942498538,0.2
NAIRU[6],5.867807960182541,5.466411943891625,6.285111469419244,5.617618575197964,6.131841437897126,1999 Q1,7.0822801,3.2587647998844282,0.2
NAIRU[7],5.890175065364677,5.47970525857896,6.320075454051668,5.626913078914224,6.161071351634126,1999 Q2,6.885881366666666,-1.1469027348764982,1.6
NAIRU[8],5.917349349954916,5.489414697251226,6.359256613608427,5.647628325470873,6.1939143032603194,1999 Q3,6.8740763,-5.666003356549165,0
NAIRU[9],5.938496073160267,5.497276943192838,6.391219378771383,5.662624622232028,6.226586811884683,1999 Q4,6.633631266666667,-3.9118416595471217,0.9
NAIRU[10],5.961626498054989,5.51282849528144,6.432352643426965,5.6745982238831845,6.259809422726434,2000 Q1,6.650682266666666,-2.0131970951924316,1.5
NAIRU[11],5.973467473823405,5.514577133726322,6.462732861508619,5.683408400886737,6.275979203068515,2000 Q2,6.3018415999999995,4.170891253848286,-0.7
NAIRU[12],5.984205691140834,5.520226332668773,6.478639386801043,5.688208152871041,6.294231933146437,2000 Q3,5.989475933333333,5.919918008416758,1.6
NAIRU[13],5.987249141228665,5.513212999462031,6.488213323972942,5.6858679365813805,6.299988547541183,2000 Q4,6.1718063999999995,8.981477240732882,3.1
NAIRU[14],5.979368228374244,5.501465188272722,6.494183099497794,5.6776881436469155,6.301305615856318,2001 Q1,6.366921866666667,8.228463259096674,2
NAIRU[15],5.956910555139751,5.479350938171395,6.467136407526807,5.656320892792417,6.281305051434753,2001 Q2,6.869281033333333,8.246203732647572,0.5
NAIRU[16],5.927574008121872,5.451381166625078,6.438061009118591,5.6254929761515635,6.2490617658996594,2001 Q3,6.867468833333334,5.66886876816568,1.2
NAIRU[17],5.892446765790057,5.422261080212287,6.397757321200604,5.59555219301183,6.21353726549924,2001 Q4,6.979271533333333,2.8755974987303645,1.4
NAIRU[18],5.8532192671472885,5.388588651848344,6.349671047571907,5.556277836975338,6.165849939388819,2002 Q1,6.626567866666667,1.9355442952956103,0.5
NAIRU[19],5.803312943338888,5.3416109458149945,6.292010898385768,5.514121213874864,6.108161965619719,2002 Q2,6.404474766666667,-4.324132417319415,1.8
NAIRU[20],5.752204415232727,5.295643005556387,6.232163547835379,5.468861334388558,6.051905121749055,2002 Q3,6.280212733333333,-2.753210339020118,0.8
NAIRU[21],5.698180952178541,5.247158671688145,6.168929486810892,5.41973978027826,5.994924014056081,2002 Q4,6.1575767,-4.345011692652445,0
NAIRU[22],5.645759845363102,5.200329215309899,6.1110021957862655,5.368443846498409,5.937330206683629,2003 Q1,6.0556449,-4.659608729443221,0.5
NAIRU[23],5.589179653852225,5.145909893634438,6.051331463263007,5.3129189518168625,5.8768147633618595,2003 Q2,6.050972933333333,-5.552309049921789,1.5
NAIRU[24],5.532608029149419,5.094626726254056,5.998825557504709,5.25961943709196,5.82106073631425,2003 Q3,5.906948066666667,-8.031641781620547,1.3
NAIRU[25],5.479558021130235,5.042779950572916,5.93324309474527,5.204221450751985,5.763917063597146,2003 Q4,5.708732366666667,-10.389959501815138,1.9
NAIRU[26],5.420382747127692,4.987029784662071,5.877247125409123,5.1433486576090814,5.703325357303355,2004 Q1,5.537008233333333,-11.98772772594987,0.9
NAIRU[27],5.362754391055997,4.92679485492176,5.816691933944131,5.087284535059084,5.6436370378366805,2004 Q2,5.435607833333333,-6.52308022313326,1
NAIRU[28],5.308864682575207,4.875077456193352,5.764142734334122,5.035451890702663,5.590905381686564,2004 Q3,5.4793238,-2.613938820303563,1.9
NAIRU[29],5.266100773300469,4.831406585576313,5.720417594324414,4.993435801616926,5.546822032142043,2004 Q4,5.1174322,-2.0277192439150937,0.6
NAIRU[30],5.224109895651127,4.781746336585861,5.6814855595089,4.948875071493774,5.505715991889621,2005 Q1,5.106875466666667,-0.5676458004804985,0.2
NAIRU[31],5.186147475743178,4.748510245436648,5.647045484125804,4.91395809168732,5.475915129616886,2005 Q2,5.057009066666667,-2.6194201090823377,-0.1
NAIRU[32],5.156568901734296,4.7161500233203215,5.619035431039895,4.881763982347301,5.443674241955229,2005 Q3,4.958453066666666,-2.6841037524811817,2.4
NAIRU[33],5.1300738123334515,4.688124302970749,5.596889818715979,4.854397802455819,5.418600530462849,2005 Q4,5.007769466666667,-1.0294896726862568,1.5
NAIRU[34],5.109968038484119,4.6698502669550654,5.568997059990013,4.836222475434189,5.396810565191563,2006 Q1,5.044552666666666,1.1320875624481808,1.3
NAIRU[35],5.102656757967864,4.663225224266397,5.557039921028337,4.8291430500647214,5.386791438483671,2006 Q2,4.857195366666667,1.2246973609973288,0
NAIRU[36],5.098593023576017,4.664318805763983,5.549052654079232,4.8258082003829275,5.381601206616792,2006 Q3,4.678258233333334,-0.7532992307544895,1.1
NAIRU[37],5.10154697770756,4.6704099644557235,5.554958213502828,4.8305365347143825,5.382499805635378,2006 Q4,4.515391533333333,-1.5166167471410752,3.2
NAIRU[38],5.09574831638124,4.673501990626957,5.547199190306154,4.824520994211434,5.371647795539094,2007 Q1,4.549659466666666,-2.2771382412477337,1.1
NAIRU[39],5.089876272708901,4.67125610169479,5.537951892975492,4.822018175609822,5.364321154268386,2007 Q2,4.324776,-4.011999378942566,1.9
NAIRU[40],5.073883161933956,4.658579061273276,5.518791338210132,4.807720243922511,5.346260048166436,2007 Q3,4.255168566666667,-4.050698427981736,1.2
NAIRU[41],5.04940297224155,4.633930778514879,5.4899178373998625,4.782393762509835,5.320356392508092,2007 Q4,4.353768033333333,-4.293342290860114,0.4
NAIRU[42],5.018303179746516,4.601205433804489,5.457798872658763,4.749752728516762,5.290907650517099,2008 Q1,4.085510833333333,-2.8225718064629035,0.5
NAIRU[43],4.9829924779065795,4.5650155744777825,5.426002837533427,4.718334118420993,5.2605613613475,2008 Q2,4.258409866666667,-2.366974408590483,1.9
NAIRU[44],4.94548834196062,4.519358084558863,5.389144953250737,4.675998243517135,5.223612350449158,2008 Q3,4.1849405,0.5888142625222414,0.5
NAIRU[45],4.894789555238649,4.4699531553069125,5.344310669601721,4.622047962814043,5.178192507769877,2008 Q4,4.4409917,15.997331929834147,0.8
NAIRU[46],4.86028287250554,4.428021736233664,5.3176948344627935,4.583908688703776,5.147752425843721,2009 Q1,5.307062133333333,17.60498742460772,-0.6
NAIRU[47],4.820221966666873,4.384606553613804,5.280634642609661,4.543751834146023,5.111529211950795,2009 Q2,5.728827166666667,12.903025974373161,0.7
NAIRU[48],4.781078952835946,4.344185634423765,5.241686442705197,4.503082789963666,5.070544185830484,2009 Q3,5.683132533333334,6.166011635755986,2.2
NAIRU[49],4.741939563868684,4.300259538263153,5.203691335081359,4.46016474476879,5.03306398170531,2009 Q4,5.5577709,-12.760168444084918,0.6
NAIRU[50],4.712840251552224,4.271907661282067,5.173565866329683,4.436214894692541,5.003805575079957,2010 Q1,5.328896833333333,-14.112877009846336,0.4
NAIRU[51],4.676913057483757,4.235946136934864,5.133618386021074,4.399535261644148,4.96966937221436,2010 Q2,5.290768,-7.654007712233479,2.2
NAIRU[52],4.647007037392064,4.204651504390337,5.105171438587528,4.365719429871883,4.936348620604026,2010 Q3,5.124878366666667,-3.0829158019901826,2.1
NAIRU[53],4.617153883152912,4.176974018137363,5.078747260329555,4.335685598956937,4.906223203749756,2010 Q4,5.090218133333333,-2.3438572972017013,1.4
NAIRU[54],4.5950298166061945,4.152976530544729,5.055947494431896,4.314189524158835,4.8850928280686,2011 Q1,4.9673792,-4.185525773661247,0
NAIRU[55],4.587031767515041,4.140565683184186,5.044193207222262,4.303374758601172,4.876308998739653,2011 Q2,4.9630677,-5.84962066816086,2.3
NAIRU[56],4.577565142743749,4.129456426273745,5.030695414287244,4.294525067260988,4.8654726975460285,2011 Q3,5.194879766666666,-5.760499194271507,1.5
NAIRU[57],4.574370451721202,4.122382265412316,5.029304664698955,4.291183269409213,4.8618494601981865,2011 Q4,5.205116,0,0.2
NAIRU[58],4.5772068958842205,4.124919254920966,5.032388988987982,4.294910663505117,4.862930612579031,2012 Q1,5.1413123,-2.2111453607431386,1.2
NAIRU[59],4.586106677522677,4.133908499046818,5.0378733578136865,4.3037796152524495,4.869763578758269,2012 Q2,5.119095066666667,1.197619104671599,0.9
NAIRU[60],4.605732454914346,4.148889713492431,5.0619464290802325,4.318856112537656,4.889110916417266,2012 Q3,5.275867166666667,0,-0.2
NAIRU[61],4.618704329184142,4.1593408560639755,5.078879250503345,4.326564601464763,4.903193218310339,2012 Q4,5.366378533333333,-1.996074256253788,0.8
NAIRU[62],4.627681901984193,4.158764970550347,5.08795002379854,4.3316913944565005,4.919765038184442,2013 Q1,5.4757147,0.708863727773501,-0.1
NAIRU[63],4.632888228057867,4.155647858781261,5.103802738886377,4.333091311835752,4.926267278158015,2013 Q2,5.631051,-0.5970166986504211,0.7
NAIRU[64],4.636549309602973,4.150842175370182,5.114123263435645,4.3316271353484925,4.93386826473679,2013 Q3,5.728568366666667,5.475463371835865,0.6
NAIRU[65],4.63422428841458,4.14776143717532,5.11531117871953,4.3282940678493995,4.93725534967825,2013 Q4,5.8398981333333335,4.629088381435409,1.8
NAIRU[66],4.621675408060153,4.131959800553489,5.1113847840297115,4.316512178703077,4.925727049026319,2014 Q1,5.898870633333334,7.669939312596341,0.3
NAIRU[67],4.608715612435088,4.11421200199159,5.097635878603534,4.3010148745110595,4.913516893126077,2014 Q2,5.9273562,4.964523048916547,0.8
NAIRU[68],4.5826540098218285,4.08858759870584,5.076026027361386,4.2736099142791115,4.890038903771729,2014 Q3,6.1702621,-0.19047624806542984,0.7
NAIRU[69],4.5594804360673455,4.062497093350538,5.056340128122989,4.250587317789181,4.867006310932771,2014 Q4,6.2530794,3.8702329019038473,0.8
NAIRU[70],4.530809220662334,4.0287523517592625,5.02371215173302,4.219106752375553,4.839650306111295,2015 Q1,6.203302166666667,4.923510299768541,-1.1
NAIRU[71],4.509523576780915,4.008085078577756,5.000108751971158,4.19577899471861,4.815282933054064,2015 Q2,6.0167187,6.346957394866681,0.6
